;;;;;;;
Ocorrências de alagamento - 2007 a 2016 - SP;;;;;;;
;;;;;;;
DATA;LOCAL;REFERENCIA;SENTIDO;INICIO;FIM;SITUAÇÃO;SUB
04/01/10;GRANDE SÃO PAULO, VD.;ALTURA DO N. 3;VP/IP;30/12/1899 15:59:00;30/12/1899 17:30:00;TRANSITÁVEL;SE
03/04/10;GRANDE SÃO PAULO, VD.;ALTURA DO N. 303;VP/IP;30/12/1899 16:54:00;30/12/1899 20:29:00;TRANSITÁVEL;VP
20/03/15;GRANDE SÃO PAULO, VD.;ALTURA DO N. 398;IP/VP;30/12/1899 15:22:00;30/12/1899 15:30:00;Transitável;IP
02/02/10;GRANDE SÃO PAULO, VD.;ESTADO, AV. DO;IP/VP;30/12/1899 17:38:00;30/12/1899 15:52:00;TRANSITÁVEL;VP
10/11/10;GRANDE SÃO PAULO, VD.;JOSÉ COLASSUANO, VD.;VP/IP;30/12/1899 00:44:00;30/12/1899 07:00:00;TRANSITÁVEL;VP
21/02/08;GRANDE SÃO PAULO, VD.;JOSÉ COLASSUONO, VD.;AMBOS;30/12/1899 19:23:00;30/12/1899 03:30:00;INTRANSITÁVEL;VP
17/03/09;GRANDE SÃO PAULO, VD.;JOSÉ COLASSUONO, VD.;VP/IP;30/12/1899 14:30:00;30/12/1899 14:51:00;TRANSITÁVEL;VP
17/01/08;GRANDE SÃO PAULO, VD.;JOSÉ COLASSUONO, VD.;VP/IP;30/12/1899 21:41:00;30/12/1899 22:50:00;TRANSITÁVEL;VP
22/05/07;GRANDE SÃO PAULO, VD.;JOSÉ COLASSUONO, VD.;VP/IP;30/12/1899 11:40:00;30/12/1899 13:10:00;TRANSITÁVEL;IP
31/03/07;GRANDE SÃO PAULO, VD.;JOSÉ COLASSUONO, VD.;VP/IP;30/12/1899 17:40:00;30/12/1899 20:26:00;TRANSITÁVEL;IP
09/03/09;GRANDE SÃO PAULO, VD.;JOSÉ COLASSUONO, VD. - ACESSO;VP/IP;30/12/1899 16:25:00;;TRANSITÁVEL;VP
11/01/10;GRANDE SÃO PAULO, VD.;JOSÉ COLASUANNO, VD.;VP/IP;30/12/1899 19:00:00;;TRANSITÁVEL;VP
21/01/11;GRANDE SÃO PAULO, VD.;JOSÉ COLASUANNO, VD.;VP/IP;30/12/1899 15:25:00;30/12/1899 15:49:00;TRANSITÁVEL;IP
21/01/10;GRANDE SÃO PAULO, VD.;LUIZ IGNÁCIO ANHAIA MELLO, AV. PROF.;AMBOS;30/12/1899 03:27:00;30/12/1899 08:26:00;INTRANSITÁVEL;AF
29/11/11;GRÉCIA, R.;AUSTRIA, R.;AMBOS;30/12/1899 17:11:00;30/12/1899 19:36:00;TRANSITÁVEL;PI
25/02/07;GRITO, R. DO;JUNTAS PROVISÓRIAS, AV. DAS;AMBOS;30/12/1899 17:24:00;30/12/1899 18:57:00;INTRANSITÁVEL;IP
21/02/11;GRITO, R. DO;JUNTAS PROVISÓRIAS, AV. DAS;B/C;30/12/1899 15:11:00;30/12/1899 15:50:00;TRANSITÁVEL;IP
28/12/09;GRITO, R. DO;SILVA BUENO, R.;C/B;30/12/1899 10:51:00;30/12/1899 13:40:00;TRANSITÁVEL;IP
24/11/08;GROELÂNDIA, R.;FRANÇA, R.;ÚNICO;30/12/1899 15:09:00;30/12/1899 16:08:00;TRANSITÁVEL;PI
08/01/11;GUADALAJARA, VD.;ALCÂNTARA MACHADO, AV.;AMBOS;30/12/1899 15:11:00;30/12/1899 16:45:00;TRANSITÁVEL;MO
25/12/13;GUADALAJARA, VD.;ALCÂNTARA MACHADO, AV.;AMBOS;30/12/1899 17:45:00;30/12/1899 19:25:00;INTRANSITÁVEL;MO
12/03/12;GUADALAJARA, VD.;HERVAL, R.;AMBOS;30/12/1899 16:27:00;30/12/1899 16:56:00;INTRANSITÁVEL;MO
19/05/10;GUAIANASES, R.;OSÓRIO, R. GEN.;ÚNICO;30/12/1899 09:29:00;30/12/1899 11:40:00;TRANSITÁVEL;SE
02/05/08;GUAICURUS, R.;ALTURA DO N. 259;ÚNICO;30/12/1899 17:44:00;30/12/1899 18:53:00;TRANSITÁVEL;LA
02/02/16;GUAICURUS, R.;ALTURA DO N. 921;ÚNICO;30/12/1899 16:49:00;30/12/1899 19:25:00;Transitável;LA
08/12/11;GUAICURUS, R.;CURTUME, R. DO;C/B;30/12/1899 17:50:00;30/12/1899 19:07:00;TRANSITÁVEL;LA
05/01/11;GUAICURUS, R.;JOHN HARRISON, R.;ÚNICO;30/12/1899 19:38:00;30/12/1899 20:49:00;INTRANSITÁVEL;LA
27/02/11;GUAICURUS, R.;MALVIN JONES, PÇ.;ÚNICO;30/12/1899 14:48:00;30/12/1899 17:06:00;TRANSITÁVEL;LA
10/01/11;GUAICURUS, R.;MALVIN JONES, PÇ.;ÚNICO;30/12/1899 23:11:00;30/12/1899 02:23:00;INTRANSITÁVEL;LA
08/02/16;GUAICURUS, R.;MIGUEL DELL ERBA, PÇ.;C/B;30/12/1899 19:11:00;30/12/1899 20:25:00;Transitável;LA
02/05/08;GUAICURUS, R.;TIBÉRIO, R.;ÚNICO;30/12/1899 17:42:00;30/12/1899 19:23:00;TRANSITÁVEL;LA
27/10/12;GUAICURUS, R.;VESPASIANO, R.;ÚNICO;30/12/1899 18:42:00;30/12/1899 19:51:00;TRANSITÁVEL;LA
15/12/11;GUAMIRANGA, R.;PATRIARCA, R.;ÚNICO;30/12/1899 08:02:00;30/12/1899 13:30:00;INTRANSITÁVEL;VP
23/09/13;GUAPEVA, R.;DEMETRIO RIBEIRO, R.;C/B;30/12/1899 06:24:00;30/12/1899 10:39:00;TRANSITÁVEL;MO
26/02/13;GUAPORE, R.;CRUZEIRO DO SUL, AV.;AMBOS;30/12/1899 20:04:00;30/12/1899 21:55:00;TRANSITÁVEL;ST
22/12/08;GUAPORÉ, R.;CRUZEIRO DO SUL, AV.;ÚNICO;30/12/1899 15:54:00;30/12/1899 19:53:00;INTRANSITÁVEL;ST
16/07/07;GUARAPIRANGA , AV;ALTURA DO N. 1111;B/C;30/12/1899 07:16:00;30/12/1899 15:23:00;TRANSITÁVEL;MB
03/04/07;GUARAPIRANGA, AV.;ALTURA DO N. 1.389;B/C;30/12/1899 16:00:00;30/12/1899 17:25:00;TRANSITÁVEL;CS
13/03/09;GUARAPIRANGA, AV.;ALTURA DO N. 1111;B/C;30/12/1899 19:47:00;30/12/1899 22:29:00;TRANSITÁVEL;MB
26/01/09;GUARAPIRANGA, AV.;ALTURA DO N. 1111;B/C;30/12/1899 18:13:00;30/12/1899 19:50:00;TRANSITÁVEL;CS
06/01/15;GUARAPIRANGA, AV.;ALTURA DO N. 1369;B/C;30/12/1899 19:39:00;30/12/1899 18:17:00;Intransitável;MB
26/11/14;GUARAPIRANGA, AV.;ALTURA DO N. 1389;B/C;30/12/1899 19:01:00;30/12/1899 20:14:00;Transitável;MB
16/01/14;GUARAPIRANGA, AV.;ALTURA DO N. 1389;B/C;30/12/1899 14:57:00;30/12/1899 18:30:00;TRANSITAVEL;MB
19/12/14;GUARAPIRANGA, AV.;ALTURA DO N. 700;B/C;30/12/1899 15:11:00;30/12/1899 15:41:00;Transitável;SA
01/02/10;GUARAPIRANGA, AV.;ALTURA DO N. 752;AMBOS;30/12/1899 17:57:00;30/12/1899 18:30:00;INTRANSITÁVEL;SA
09/01/11;GUARAPIRANGA, AV.;ALTURA DO N. 752;B/C;30/12/1899 21:11:00;30/12/1899 23:58:00;INTRANSITÁVEL;SA
05/01/11;GUARAPIRANGA, AV.;ALTURA DO N. 752;B/C;30/12/1899 19:41:00;30/12/1899 19:55:00;TRANSITÁVEL;SA
24/11/09;GUARAPIRANGA, AV.;ALTURA DO N. 752;C/B;30/12/1899 15:17:00;30/12/1899 17:13:00;TRANSITÁVEL;SA
22/01/12;GUARAPIRANGA, AV.;ALTURA DO N. 752;B/C;30/12/1899 18:06:00;30/12/1899 18:59:00;TRANSITÁVEL;MB
10/01/11;GUARAPIRANGA, AV.;ALTURA DO N. 752;B/C;30/12/1899 23:51:00;30/12/1899 02:31:00;TRANSITÁVEL;CS
19/02/16;GUARAPIRANGA, AV.;ALTURA DO N. 752 (SHOPPING FIESTA);B/C;30/12/1899 16:45:00;30/12/1899 17:36:00;Intransitável;MB
03/04/07;GUARAPIRANGA, AV.;ALTURA DO N. 782;B/C;30/12/1899 16:30:00;30/12/1899 17:20:00;TRANSITÁVEL;CS
26/01/09;GUARAPIRANGA, AV.;ALTURA DO N. 881;B/C;30/12/1899 18:15:00;30/12/1899 19:51:00;TRANSITÁVEL;CS
16/03/15;GUARAPIRANGA, AV.;ALTURA DO N. 900;B/C;30/12/1899 14:50:00;30/12/1899 15:45:00;Transitável;MB
03/03/09;GUARAPIRANGA, AV.;ALTURA DO N. 900;B/C;30/12/1899 16:39:00;30/12/1899 16:43:00;TRANSITÁVEL;CS
26/02/13;GUARAPIRANGA, AV.;BENEDITO PEREIRA DE BORBA, R.;B/C;30/12/1899 19:30:00;30/12/1899 19:38:00;TRANSITÁVEL;SA
26/01/09;GUARAPIRANGA, AV.;BENEDITO PEREIRA DE BORBA, R.;B/C;30/12/1899 18:15:00;30/12/1899 19:50:00;TRANSITÁVEL;SA
23/01/14;GUARAPIRANGA, AV.;BENEDITO PEREIRA DE BORBA, R.;B/C;30/12/1899 18:22:00;30/12/1899 00:21:00;TRANSITÁVEL;CS
12/04/11;GUARAPIRANGA, AV.;FRANCISCO SOBREIRA DA SILVA, R.;B/C;30/12/1899 18:47:00;30/12/1899 19:04:00;TRANSITÁVEL;SA
19/02/16;GUARAPIRANGA, AV.;FRANCISCO XAVIER DA ROCHA, R.;B/C;30/12/1899 17:02:00;30/12/1899 17:59:00;Intransitável;MB
11/04/13;GUARAPIRANGA, AV.;GUIDO CALOI, AV.;B/C;30/12/1899 17:15:00;30/12/1899 17:44:00;TRANSITÁVEL;MB
13/03/09;GUARAPIRANGA, AV.;GUIDO CALOI, AV.;B/C;30/12/1899 19:49:00;30/12/1899 22:29:00;TRANSITÁVEL;MB
01/01/15;GUARAPIRANGA, AV.;GUIDO CALOI, AV.;AMBOS;30/12/1899 18:52:00;30/12/1899 20:35:00;Transitável;MB
25/11/14;GUARAPIRANGA, AV.;GUIDO CALOI, AV.;B/C;30/12/1899 20:09:00;30/12/1899 21:53:00;Intransitável;MB
11/03/14;GUARAPIRANGA, AV.;GUIDO CALOI, AV.;B/C;30/12/1899 16:34:00;30/12/1899 17:12:00;TRANSITAVEL;MB
11/12/14;GUARAPIRANGA, AV.;GUIDO CALOI, AV.;B/C;30/12/1899 19:00:00;30/12/1899 19:36:00;Transitável;MB
13/01/11;GUARAPIRANGA, AV.;IRUMU, R.;B/C;30/12/1899 19:41:00;30/12/1899 20:06:00;TRANSITÁVEL;MB
24/03/11;GUARAPIRANGA, AV.;JOÃO ANTONIO DA SILVA, PÇ.;B/C;30/12/1899 16:26:00;30/12/1899 16:43:00;TRANSITÁVEL;SA
13/01/11;GUARAPIRANGA, AV.;JOSÉ RAFAELI, R.;B/C;30/12/1899 19:47:00;30/12/1899 20:01:00;TRANSITÁVEL;SA
08/03/13;GUARAPIRANGA, AV.;JOSÉ RAFAELI, R.;B/C;30/12/1899 15:32:00;30/12/1899 16:11:00;TRANSITAVEL;SA
23/03/11;GUARAPIRANGA, AV.;JOSÉ RAFAELI, R.;B/C;30/12/1899 18:13:00;30/12/1899 18:37:00;INTRANSITÁVEL;SA
03/04/07;GUARAPIRANGA, AV.;JOSÉ RAFAELI, R.;AMBOS;30/12/1899 16:15:00;30/12/1899 17:25:00;TRANSITÁVEL;CS
08/02/07;GUARAPIRANGA, AV.;JOSÉ RAFAELI, R.;B/C;30/12/1899 19:25:00;30/12/1899 20:49:00;TRANSITÁVEL;CS
02/02/11;GUARAPIRANGA, AV.;JOSÉ RAFAELI, R.;B/C;30/12/1899 15:25:00;30/12/1899 16:14:00;TRANSITÁVEL;CS
14/02/13;GUARAPIRANGA, AV.;JOSÉ RAFAELI, R.;B/C;30/12/1899 18:27:00;30/12/1899 18:53:00;TRANSITAVEL;CS
25/12/08;GUARAPIRANGA, AV.;JOSÉ RAFAELI, R.;B/C;30/12/1899 09:18:00;30/12/1899 10:40:00;TRANSITÁVEL;CS
24/12/08;GUARAPIRANGA, AV.;JOSÉ RAFAELI, R.;B/C;30/12/1899 21:50:00;30/12/1899 10:40:00;TRANSITÁVEL;CS
23/01/14;GUARAPIRANGA, AV.;JOSÉ RAFAELI, R.;AMBOS;30/12/1899 18:47:00;30/12/1899 21:41:00;INTRANSITÁVEL;CS
12/03/14;GUARAPIRANGA, AV.;PTOLOMEU, R.;AMBOS;30/12/1899 15:19:00;30/12/1899 16:33:00;TRANSITAVEL;MB
21/01/10;GUARAPIRANGA, AV.;PTOLOMEU, R.;B/C;30/12/1899 01:34:00;30/12/1899 04:03:00;TRANSITÁVEL;CS
19/11/13;GUARAPIRANGA, AV.;PTOLOMEU, R.;B/C;30/12/1899 16:39:00;30/12/1899 21:50:00;TRANSITÁVEL;CS
22/01/12;GUARAPIRANGA, AV.;RAVI, R.;B/C;30/12/1899 18:04:00;30/12/1899 18:59:00;TRANSITÁVEL;MB
23/03/11;GUARAPIRANGA, AV.;SOCORRO, LG. DO;B/C;30/12/1899 19:13:00;30/12/1899 19:53:00;TRANSITÁVEL;SA
12/04/11;GUARAPIRANGA, AV.;SOCORRO, LG. DO;B/C;30/12/1899 18:59:00;30/12/1899 20:52:00;TRANSITÁVEL;CS
06/02/10;GUARAPIRANGA, AV.;SOCORRO, LG. DO;AMBOS;30/12/1899 18:24:00;30/12/1899 19:34:00;TRANSITÁVEL;CS
10/01/11;GUARAPIRANGA, AV.;SOCORRO, LG. DO;B/C;30/12/1899 23:47:00;30/12/1899 01:03:00;TRANSITÁVEL;CS
10/02/12;GUARAPIRANGA, AV.;SOCORRO, LG. DO;B/C;30/12/1899 17:03:00;30/12/1899 18:42:00;TRANSITÁVEL;CS
13/01/11;GUARAPIRANGA, AV.;SOCORRO, LG. DO;B/C;30/12/1899 19:44:00;30/12/1899 22:15:00;TRANSITÁVEL;CS
05/01/11;GUARAPIRANGA, AV.;SOCORRO, LG. DO;B/C;30/12/1899 19:15:00;30/12/1899 20:51:00;TRANSITÁVEL;CS
11/02/11;GUARAPIRANGA, AV.;SOCORRO, LG. DO;B/C;30/12/1899 18:19:00;30/12/1899 18:48:00;TRANSITÁVEL;CS
12/01/15;GUARAPIRANGA, AV.;SOCORRO, LG. DO;B/C;30/12/1899 17:06:00;30/12/1899 19:27:00;Intransitável;CS
06/11/07;GUARAPIRANGA, ESTR.;ALTURA DO N. 1389;B/C;30/12/1899 18:14:00;30/12/1899 18:47:00;TRANSITÁVEL;CS
04/02/10;GUARARAPES, R.;LUIZ CARLOS BERRINI, AV. ENG.;ÚNICO;30/12/1899 16:56:00;30/12/1899 19:24:00;INTRANSITÁVEL;PI
07/06/12;GUARARAPES, R.;LUIZ CARLOS BERRINI, AV. ENG.;B/C;30/12/1899 08:23:00;30/12/1899 12:13:00;TRANSITÁVEL;PI
07/06/12;GUARARAPES, R.;LUIZ CARLOS BERRINI, AV. ENG.;B/C;30/12/1899 08:23:00;30/12/1899 12:13:00;TRANSITÁVEL;PI
18/03/14;GUARARAPES, R.;LUIZ CARLOS BERRINI, AV. ENG.;ÚNICO;30/12/1899 13:45:00;30/12/1899 14:15:00;TRANSITÁVEL;PI
05/01/11;GUARARAPES, R.;NAÇÕES UNIDAS, AV. DAS;AMBOS;30/12/1899 18:50:00;30/12/1899 20:45:00;INTRANSITÁVEL;PI
02/10/13;GUARARAPES, R.;SONETO, PÇ.;C/B;30/12/1899 06:33:00;30/12/1899 13:40:00;TRANSITÁVEL;SA
17/01/08;GUARETA, R.;ALTURA DO N. 62;;30/12/1899 21:37:00;30/12/1899 02:26:00;TRANSITÁVEL;IP
23/01/12;GUIANAS, PÇ. DAS;ALTURA DO N. 1;AMBOS;30/12/1899 15:38:00;30/12/1899 16:46:00;INTRANSITÁVEL;PI
16/02/11;GUIANAS, PÇ. DAS;CANADA, R.;AMBOS;30/12/1899 16:50:00;30/12/1899 19:18:00;INTRANSITÁVEL;PI
05/01/10;GUIANAS, PÇ. DAS;CANADA, R.;AMBOS;30/12/1899 21:35:00;30/12/1899 05:01:00;INTRANSITÁVEL;PI
02/02/10;GUIANAS, PÇ. DAS;NOVE DE JULHO, AV.;AMBOS;30/12/1899 18:04:00;30/12/1899 18:30:00;INTRANSITÁVEL;PI
02/03/12;GUIANAS, PÇ. DAS;NOVE DE JULHO, AV.;AMBOS;30/12/1899 20:49:00;30/12/1899 23:16:00;TRANSITÁVEL;PI
20/02/16;GUIDO CALOI, AV.;ALTURA DO N. 1091;CB/INT - LOCAL;30/12/1899 21:00:00;30/12/1899 03:15:00;Transitável;MB
03/03/16;GUIDO CALOI, AV.;ALTURA DO N. 1200;CB/INT - LOCAL;30/12/1899 17:58:00;30/12/1899 18:46:00;Intransitável;SA
27/01/16;GUIDO CALOI, AV.;ALTURA DO N. 1200;CB/INT;30/12/1899 16:40:00;30/12/1899 18:20:00;Intransitável;MB
17/02/16;GUIDO CALOI, AV.;ALTURA DO N. 1200;CB/INT - LOCAL;30/12/1899 19:12:00;30/12/1899 19:37:00;Transitável;MB
05/02/15;GUIDO CALOI, AV.;ALTURA DO N. 1200;B/C;30/12/1899 10:06:00;30/12/1899 13:51:00;Transitável;CS
21/02/16;GUIDO CALOI, AV.;ALTURA DO N. 1208;CB/INT - LOCAL;30/12/1899 07:42:00;30/12/1899 08:26:00;Intransitável;MB
03/03/16;GUIDO CALOI, AV.;ALTURA DO N. 1250;CB/INT - LOCAL;30/12/1899 17:27:00;30/12/1899 20:21:00;Intransitável;SA
12/03/14;GUIDO CALOI, AV.;ALTURA DO N. 145;CB/INT - LOCAL;30/12/1899 15:24:00;30/12/1899 17:50:00;TRANSITAVEL;MB
06/01/15;GUIDO CALOI, AV.;ALTURA DO N. 2221;CB/INT - LOCAL;30/12/1899 18:25:00;30/12/1899 19:47:00;Intransitável;MB
11/03/16;GUIDO CALOI, AV.;ALTURA DO N. 2560;CB/INT - LOCAL;30/12/1899 00:40:00;30/12/1899 04:27:00;transitável;SA
19/02/16;GUIDO CALOI, AV.;ALTURA DO N. 354;CB/INT - LOCAL;30/12/1899 21:02:00;30/12/1899 21:05:00;Intransitável;MB
17/07/12;GUIDO CALOI, AV.;FREDERICO EDUARDO MAYR, VD.;C/B;30/12/1899 14:57:00;30/12/1899 18:44:00;TRANSITÁVEL;CS
09/01/13;GUIDO CALOI, AV.;FREDERICO EDUARDO MAYR, VD.;ÚNICA;30/12/1899 15:01:00;30/12/1899 15:46:00;TRANSITÁVEL;CL
21/02/16;GUIDO CALOI, AV.;GUARAPIRANGA, AV.;CB/INT - LOCAL;30/12/1899 05:09:00;30/12/1899 16:40:00;Intransitável;MB
24/11/09;GUIDO CALOI, AV.;GUARAPIRANGA, AV.;CB/INT;30/12/1899 15:27:00;30/12/1899 17:13:00;INTRANSITÁVEL;MB
21/12/10;GUIDO CALOI, AV.;GUARAPIRANGA, AV.;CB/INT;30/12/1899 23:01:00;30/12/1899 02:13:00;INTRANSITÁVEL;CS
27/11/12;GUIDO CALOI, AV.;MARGINAL PINHEIROS;CB/INT;30/12/1899 12:05:00;30/12/1899 17:29:00;TRANSITÁVEL;MB
27/01/12;GUIDO CALOI, AV.;PTE. JOÃO DIAS;CB/INT;30/12/1899 16:11:00;30/12/1899 17:46:00;TRANSITÁVEL;MB
14/01/13;GUIDO CALOI, AV.;PTE. JOÃO DIAS;CB/INT;30/12/1899 15:49:00;30/12/1899 17:33:00;TRANSITÁVEL;MB
12/01/15;GUIDO CALOI, AV.;PTE. JOÃO DIAS;CB/INT;30/12/1899 16:38:00;30/12/1899 18:28:00;Transitável;MB
12/03/14;GUIDO CALOI, AV.;PTE. JOÃO DIAS;ÚNICO;30/12/1899 16:01:00;30/12/1899 17:50:00;TRANSITAVEL;MB
26/11/14;GUIDO CALOI, AV.;PTE. JOÃO DIAS;CB/INT - LOCAL;30/12/1899 18:18:00;30/12/1899 20:01:00;Transitável;MB
17/07/12;GUIDO CALOI, AV.;PTE. JOÃO DIAS;C/B;30/12/1899 14:57:00;30/12/1899 15:50:00;TRANSITÁVEL;CL
08/01/13;GUIDO CALOI, AV.;PTE. JOÃO DIAS;CB/INT - ÚNICA;30/12/1899 20:05:00;30/12/1899 22:06:00;INTRANSITÁVEL;CL
25/11/14;GUIDO CALOI, AV.;PTE. TRANSAMERICA;CB/INT - LOCAL;30/12/1899 19:08:00;30/12/1899 21:54:00;Transitável;SA
19/12/14;GUIDO CALOI, AV.;PTE. TRANSAMERICA;CB/INT - LOCAL;30/12/1899 15:04:00;30/12/1899 15:42:00;Transitável;MB
26/11/14;GUIDO CALOI, AV.;PTE. TRANSAMERICA;CB/INT - LOCAL;30/12/1899 18:19:00;30/12/1899 20:01:00;Transitável;MB
05/01/15;GUIDO CALOI, AV.;PTE. TRANSAMERICA;CB/INT;30/12/1899 16:11:00;30/12/1899 18:27:00;Transitável;MB
22/12/14;GUIDO CALOI, AV.;PTE. TRANSAMERICA;CB/INT - LOCAL;30/12/1899 19:38:00;30/12/1899 21:51:00;Transitável;MB
16/02/09;GUIDO CALOI, AV.;PTE. TRANSAMÉRICA - 200M ANTES;CB/INT;30/12/1899 06:29:00;30/12/1899 15:47:00;TRANSITÁVEL;SA
16/02/11;GUILHERME COTCHING, AV.;ANTONIO FONSECA, R.;C/B;30/12/1899 17:05:00;30/12/1899 19:23:00;TRANSITÁVEL;MG
24/02/11;GUILHERME COTCHING, AV.;SANTO EDUARDO, PÇ.;ÚNICO;30/12/1899 15:51:00;30/12/1899 16:20:00;TRANSITÁVEL;MG
16/03/15;GUILHERME, AV.;CHICO PONTES, R.;ÚNICA;30/12/1899 15:50:00;30/12/1899 16:30:00;Intransitável;MG
13/03/12;GUILHERME, AV.;CHICO PONTES, R.;C/B;30/12/1899 18:07:00;30/12/1899 18:40:00;TRANSITÁVEL;MG
16/03/07;GUSTAV WILLI BORGHOFF, R.;NICOLAS BOER, R.;AMBOS;30/12/1899 16:40:00;30/12/1899 19:24:00;INTRANSITÁVEL;LA
12/11/08;HABERBECK BRANDAO, R. DR.;ANAPURUS, AL. DOS;ÚNICO;30/12/1899 18:27:00;30/12/1899 18:51:00;TRANSITÁVEL;VM
10/03/07;HABERBECK BRANDAO, R. DR.;ANAPURUS, AL. DOS;;30/12/1899 14:50:00;30/12/1899 15:18:00;INTRANSITÁVEL;IB
21/02/08;HABERBECK BRANDÃO, R. DR.;ALTURA DO N. 170;C/B;30/12/1899 19:27:00;30/12/1899 21:18:00;TRANSITÁVEL;VM
26/01/09;HABERBECK BRANDÃO, R. DR.;NHAMBIQUARAS, AL. DOS;AMBOS;30/12/1899 18:05:00;30/12/1899 18:43:00;TRANSITÁVEL;VM
20/03/08;HABERBECK BRANDÃO, R. DR.;ONZE DE JUNHO, VD.;ST/AER;30/12/1899 17:32:00;30/12/1899 20:52:00;INTRANSITÁVEL;SE
21/12/15;HARMONIA, R.;ALTURA DO N.  250;ÚNICO;30/12/1899 18:37:00;30/12/1899 19:28:00;Transitável;PI
18/03/14;HARMONIA, R.;ALTURA DO N. 100;ÚNICO;30/12/1899 14:10:00;30/12/1899 14:35:00;INTRANSITÁVEL;PI
07/01/11;HAROLDO VELOSO, R. BRIG.;CIDADE JARDIM, AV.;B/C;30/12/1899 17:58:00;30/12/1899 18:51:00;INTRANSITÁVEL;PI
20/11/12;HAROLDO VELOSO, R. BRIG.;CIDADE JARDIM, AV.;B/C;30/12/1899 15:50:00;30/12/1899 16:52:00;TRANSITÁVEL;PI
26/06/13;HAROLDO VELOSO, R. BRIG.;CIDADE JARDIM, AV.;AMBOS;30/12/1899 03:35:00;30/12/1899 10:43:00;TRANSITÁVEL;PI
01/07/13;HAROLDO VELOSO, R. BRIG.;CIDADE JARDIM, AV.;B/C;30/12/1899 07:12:00;30/12/1899 09:38:00;INTRANSITÁVEL;PI
08/03/13;HAROLDO VELOSO, R. BRIG.;NAPOLEÃO MICHEL, R.;ÚNICO;30/12/1899 16:22:00;30/12/1899 21:15:00;INTRANSITÁVEL;PI
05/01/10;HAROLDO VELOSO, R. BRIG.;TABAPUÃ, R.;ÚNICO;30/12/1899 21:19:00;30/12/1899 05:02:00;INTRANSITÁVEL;SE
08/09/15;HEITOR ANTONIO EIRAS GARCIA, AV. ENG.;ALTURA DO N. 5985;B/C;30/12/1899 08:52:00;30/12/1899 13:35:00;Transitável;BT
08/02/07;HEITOR PENTEADO, R.;PEREIRA LEITE, R.;C/B;30/12/1899 18:53:00;30/12/1899 22:11:00;TRANSITÁVEL;LA
01/01/16;HELDER CAMARA, AV. DOM;ALTURA DO N. 1;AMBOS;30/12/1899 18:27:00;30/12/1899 19:24:00;TRANSITAVEL;PE
24/02/16;HELDER CAMARA, AV. DOM;SÃO MIGUEL, AV.;AMBOS;30/12/1899 18:16:00;30/12/1899 19:01:00;Intransitável;PE
03/09/09;HELDER CÂMARA, AV. DOM;JIU JIU, R.;AMBOS;30/12/1899 17:45:00;30/12/1899 19:47:00;INTRANSITÁVEL;PE
31/03/07;HÉLIO PELLEGRINO, AV.;SANTO AMARO, AV.;AMBOS;30/12/1899 17:55:00;30/12/1899 18:36:00;TRANSITÁVEL;SA
29/12/15;HELVETIA, R.;SÃO JOÃO, AV.;LOCAL;30/12/1899 06:36:00;30/12/1899 06:53:00;Transitável;SE
17/02/10;HELVETIA, R.;SÃO JOÃO, AV.;ÚNICO;30/12/1899 19:00:00;30/12/1899 21:06:00;TRANSITÁVEL;SE
21/02/11;HELY LOPES MEIRELLES, R.;TALMA DE OLIVEIRA, AV.;AMBOS;30/12/1899 14:59:00;30/12/1899 16:53:00;INTRANSITÁVEL;PE
13/02/12;HENRI DUNANT, R.;QUATRO, R.;ÚNICO;30/12/1899 02:30:00;30/12/1899 03:47:00;INTRANSITÁVEL;SA
21/12/15;HENRIQUE DE COIMBRA, R. FREI;CLAUDIO, R.;ÚNICO;30/12/1899 18:13:00;30/12/1899 19:23:00;Intransitável;LA
17/10/12;HENRIQUE DIAS, R.;ANDRADE, R. MONS.;ÚNICO;30/12/1899 08:46:00;30/12/1899 16:11:00;TRANSITÁVEL;MO
14/02/13;HENRIQUE SCHAUMANN, R.;REBOUÇAS, AV.;AMBOS;30/12/1899 17:46:00;30/12/1899 19:38:00;INTRANSITÁVEL;PI
19/02/13;HENRIQUE SCHAUMANN, R.;REBOUÇAS, AV.;IBIR/SU;30/12/1899 15:17:00;30/12/1899 16:56:00;TRANSITAVEL;PI
26/03/13;HOLLYWOOD, R.;GUARARAPES, R.;AMBOS;30/12/1899 18:00:00;30/12/1899 22:00:00;INTRANSITÁVEL;PI
16/02/11;HONDURAS, R.;ALTURA DO N. 1103;C/B;30/12/1899 17:13:00;30/12/1899 19:18:00;TRANSITÁVEL;PI
17/02/10;HONDURAS, R.;NOVE DE JULHO, AV.;B/C;30/12/1899 19:58:00;30/12/1899 22:00:00;TRANSITÁVEL;PI
11/01/11;HUGO D ANTOLA, R.;RICARDO CAVATTON, R.;AMBOS;30/12/1899 19:50:00;30/12/1899 21:11:00;TRANSITÁVEL;LA
19/01/08;HUGO D ANTOLA, R.;RICARDO CAVATTON, R.;C/B;30/12/1899 15:01:00;30/12/1899 16:06:00;TRANSITÁVEL;LA
08/04/08;HUGO D ANTOLA, R.;RICARDO CAVATTON, R.;AMBOS;30/12/1899 18:25:00;30/12/1899 19:00:00;TRANSITÁVEL;LA
25/02/14;HUGO LACORTE VITALE, R. DR.;DIOGO MARTINS, R.;AMBOS;30/12/1899 05:13:00;30/12/1899 07:00:00;INTRANSITÁVEL;CL
